category,price,gov,market,intrinsic,extrinsic,News
1,0,1,0,3,0,"CARGILL HỖ TRỢ NÔNG DÂN TRUNG QUỐC XÂY KHO DỰ TRỮ NGŨ CỐC Cargill vừa hỗ trợ 200.000 NDT, tương đương 29.000 USD cho 2 làng tại phía Đông Bắc Trung Quốc thuộc tỉnh Cát Lâm để hỗ trợ nông dân xây dựng các kho dự trữ ngũ cốc để giải quyết vấn đề phơi thóc trên mặt đất."
1,1,0,1,0,0,"GIÁ GẠO THÁI GIẢM THU HÚT CÁC NHÀ NHẬP KHẨU CHÂU PHI, GIÁ GẠO VIỆT NAM GIẢM Giá gạo xuất khẩu Thái Lan giảm xuống mức thấp nhất trong vòng 13 tháng trong tuần vừa qua, thu hút thêm các nhà nhập khẩu châu Phi và làm giảm thương mại gạo Việt Nam."
1,1,1,0,0,0,"THÁI LAN THÚC ĐẨY TIÊU THỤ GẠO TRÊN THỊ TRƯỜNG NỘI ĐỊA ĐỂ HỖ TRỢ NÔNG DÂN Nhằm giúp kìm hãm đà giảm giá lúa gạo, chính phủ Thái Lan đang kêu gọi các nhà bán lẻ và các nhà kinh doanh trực tuyến thúc đẩy các hoạt động bán gạo"
1,1,1,0,0,0,"HẢI QUÂN THÁI LAN MUA VÀ HỖ TRỢ NÔNG DÂN THU HOẠCH LÚA Lực lượng hải quân Thái Lan sẽ trực tiếp mua gạo từ nông dân và hỗ trợ nông dân thu hoạch lúa, theo người phát ngôn cơ quan hải quân nước này cho biết. Đây là động thái mới nhất trong một loạt chính sách mà chính quyển quân sự Thái Lan triển khai nhằm hạn chế ảnh hưởng của giá giảm lên cộng đồng nông dân trồng lúa nước này."
1,1,0,0,0,0,"KHI GẠO THÁI HOM MALI KHÔNG CÒN THƠM NHƯ XƯA Trong khi chính phủ và ngành gạo Thái Lan đang đổ lỗi cho nhau về nguyên nhân gây ra sự sụt giảm mạnh giá gạo, một nhà kinh tế học hàng đầu nước này cho rằng giá sụt dốc, đặc biệt là giá gạo thơm, xuất phát từ nhiều nguyên nhân khác nhau."
1,0,1,0,0,0,CHÍNH PHỦ THÁI LAN ĐẨY MỨC TRỢ CẤP GẠO LÊN 13.000 BAHT/TẤN Chính phủ Thái Lan vừa quyết định tăng trợ cấp lên mức 13.000 Baht/tấn cho lúa Hom Mali dể ngăn chặn bất cứ cuộc biểu tình nào của nông dân trồng lúa đang bất mãn với mức trợ cấp đề xuất 11.525 Baht.
1,0,1,0,3,0,"TRUNG QUỐC: NÔNG DÂN CẦN NHIỀU LỰA CHỌN HƠN ĐỂ QUẢN LÝ QUYỀN ĐẤT ĐAI Các nhà chức trách Trung Quốc hôm 30/10 cho biết sẽ phân chia nhiều quyền cho đất nông nghiệp, và thông qua đó bảo vệ tốt hơn quyền tài sản, cải thiện quay vòng đất, tăng thu nhập cho nông dân và góp phần phát triển một nền nông nghiệp hiện đại."
1,0,3,0,0,0,TIN VẮN NGÀNH GẠO NGÀY 8/11 Xuất khẩu gạo của Myanmar giảm mạnh trong nửa đầu năm tài khóa 2016/17. Thái Lan đề xuất 18 tỷ Baht hỗ trợ nông dân trồng lúa
1,1,1,0,3,0,"CAMPUCHIA HỖ TRỢ PHÍ CONTAINER XUẤT KHẨU GẠO Giảm phí container cho xuất khẩu gạo, cố định trong vòng 2 năm là chính sách mới có hiệu lực từ đầu tháng 11 mà chính phủ Campuchia thực hiện để thúc đẩy khả năng cạnh tranh của ngành gạo nước này."
1,0,1,1,0,0,CHÍNH PHỦ THÁI LAN MỞ RỘNG CHƯƠNG TRÌNH THẾ CHẤP GẠO Hội đồng chính sách gạo quốc gia Thái Lan được cho là sẽ triển khai một chương trình trợ cấp mới cho gạo nếp và gạo thơm Pathum Thani để kìm hãm bất kỳ ảnh hưởng nào lên giá do nguồn cung tăng. Dự kiến Thái Lan sẽ thu hoạch 25 triệu tấn lúa trong vài tháng tới.
1,0,0,1,0,0,"FAO: VIỆT NAM VÀ ẤN ĐỘ DẪN ĐẦU GIẢM XUẤT KHẨU GẠO TRONG NĂM 2016 Dựa trên số liệu mới nhất, thương mại gạo toàn cầu năm 2016 có thể đạt 43,1 triệu tấn, giảm 3% so với năm 2015. Về phía xuất khẩu, hầu hết lượng gạo giảm xuất tập tập trung vào Việt Nam khi FAO dự báo xuất khẩu gạo Việt Nam năm 2016 giảm 1,3 triệu tấn xuống mức thấp nhất trong 6 năm còn 7,2 triệu tấn. Nguyên nhân chính là do xuất khẩu gạo trắng sang các thị trường châu Á như Philippines và Malaysia giảm, cũng như cạnh tranh tăng mạnh với Thái Lan trên thị trường Trung Quốc đại lục. Do cạnh tranh mạnh với Thái Lan nên xuất khẩu gạo chính ngạch của Việt Nam trong 8 tháng đầu năm 2016 giảm 17% xuống còn 3,3 triệu tấn."
1,3,0,1,0,0,"GIÁ GẠO VIỆT NAM TĂNG DO DỰ TRỮ THẤP Giá gạo Việt Nam tăng trong ngày 2/10 do dự trữ gạo còn thấp, trong khi giá gạo Ấn Độ và Thái Lan giảm do nhu cầu thấp và nguồn cung tăng."
1,0,0,0,1,0,"SẢN XUẤT LÚA NĂM 2016 CỦA INDONESIA CÓ THỂ TĂNG LÊN 79,14 TRIỆU TẤN Theo số liệu chính thức của Bộ Nông nghiệp Indonesia, sản lượng lúa năm 2016 có thể tăng lên 79,14 triệu tấn, tăng từ mức 75,4 triệu tấn trong năm 2015."
1,0,0,0,0,0,"LỊCH TRÌNH XUẤT HÀNG GẠO TẠI CẢNG SÀI GÒN CẬP NHẬT NGÀY 1/11 Bảng dưới đây là lịch trình xuất hàng gạo tại cảng Sài Gòn, cảng lớn nhất Việt Nam đặt tại sông Sài Gòn tại thành phố Hồ Chí Minh."
1,1,1,0,0,0,"NÔNG DÂN TRỒNG LÚA THÁI LAN KÊU GỌI TRIỂN KHAI KHẨN CẤP CHƯƠNG TRÌNH DỰ TRỮ Chính phủ Thái Lan đang được kêu gọi tăng tốc triển khai các biện pháp kìm hãm đà giảm mạnh giá gạo Thai Hom Mali, đặc biệt là chương trình thế chấp gạo cho nông dân với hàng hóa thế chấp chính là lúa mà nông dân sản xuất."
1,1,0,1,0,0,"GIÁ GẠO CHÂU Á GIẢM BẤT CHẤP HOẠT ĐỘNG MUA CỦA TRUNG QUỐC VÀ TRIỂN VỌNG NHU CẦU TỪ PHILIPPINES Giá gạo châu Á trong tuần này phần lớn giảm do nhu cầu mua yếu, bất chấp hoạt động mua của Trung Quốc và khả năng nhu cầu nhập khẩu của Philippines tăng lên."
1,0,0,0,0,0,HỘI ĐỒNG NGŨ CỐC MỸ NỖ LỰC CHẤM DỨT VIỆC VIỆT NAM HOÃN NHẬP KHẨU DDGS Hội đồng ngũ cốc Mỹ đang đàm phán với các nhà nhập khẩu bã ngô từ sản xuất ethanol (DDGS) để chấm dứt khả năng Việt Nam hoãn nhập khẩu DDGS làm thức ăn chăn nuôi.
1,1,0,0,0,0,NÔNG DÂN TRỒNG LÚA THÁI LAN BÁN ĐẤT KHI GIÁ GẠO CHẠM MỨC THẤP NHẤT TRONG 10 NĂM Nông dân trồng lúa tại tỉnh Chai Nat bắt đầu cắm biển bán đất nông nghiệp do giá gạo giảm mạnh. Không còn được chia sẻ thua lỗ và cần tiền để trả các khoản vay ngân hàng là nguyên nhân chính dẫn tới quyết định này.
1,0,0,0,0,2,PHILIIPINES KHÔNG CẦN NHẬP KHẨU GẠO KHẨN CẤP SAU BÃO LỚN Thư ký nông nghiệp Philippines Emmanuel Pinol cho biết nước này không cần nhập khẩu gạo khẩn cấp bất chấp siêu bão Haima gây thiệt hại cho sản xuất lúa. Haima đã gây thiệt hại cho các tỉnh sản xuất lúa gạo chính tại miền Bắc Philippines hồi tuần trước.
1,0,0,0,0,0,"XUẤT KHẨU GẠO THÁI LAN TĂNG 10% TRONG THÁNG 9/2016 Thái Lan đã xuất khẩu 790.000 tấn gạo trong tháng 9/2016, tăng 9,9% so với cùng kỳ năm ngoái, đưa tổng lượng xuất khẩu gạo trong 9 tháng đầu năm lên 6,85 triệu tấn. Trong 9 tháng đầu năm 2016, xuất khẩu gạo của Thái Lan tăng 3,7% về lượng nhưng chỉ tăng 1,6% về giá trị."
1,1,0,0,0,0,"NÔNG DÂN TRỒNG LÚA THÁI LAN TUYỆT VỌNG VÌ GIÁ THẤP Quỳ gối trước một nhà chức trách cấp cao của Bộ Công thương, một nông dân ở Phichit cầu khẩn chính phủ giúp những người nông dân trồng lúa đang chịu thiệt hại nặng do giá lúa giảm xuống còn 5.000 Bath/tấn, mức thấp nhất trong nhiều thập kỷ"
1,0,1,1,1,0,"FAO: NHẬP KHẨU GẠO CHÂU Á NĂM 2016 GIẢM 10% VÀ DỰ BÁO NĂM 2017 Hầu hết suy giảm nhập khẩu gạo toàn cầu năm 2016 tập trung tại khu vực châu Á. Theo dự đoán của FAO, nhập khẩu gạo tại châu Á năm 2016 có thể giảm 10% so với năm 2015 xuống còn 20,9 triệu tấn. Bangladesh dẫn đầu khuynh hướng giảm nhập khẩu khi FAO dự báo nhập khẩu gạo của nước này sẽ giảm rất mạnh từ 1,1 triệu tấn năm 2015 xuống còn 150.000 tấn trong năm nay. Nguyên nhân là do sản xuất liên tiếp bội thu, khiến giá gạo nội địa giảm xuống thấp hơn giá tại các nước xuất khẩu lân cận. Ngoài ra, nhập khẩu giảm cũng do chính phủ Bangladesh áp dụng các biện pháp bảo hộ mạnh hơn, khi tăng liên tục thuế nhấp khẩu, và lần gần đây nhất, thuế nhập khẩu gạo của nước này đã lên tới 25%."
1,0,0,0,0,0,"CÁC NHÀ XUẤT KHẨU GẠO THÁI LAN ĐỒNG Ý THU MUA TÍCH TRỮ LÚA GẠO Các nhà xuất khẩu Thái Lan vừa đồng thuận mua 200.000 tấn gạo thơm Hom Mali và dự trữ trong kho trong suốt tháng 11 – 12, thời gain nguồn cung gạo mới bắt đầu tràn vào thị trường."
1,0,0,1,0,0,"FAO DỰ BÁO THƯƠNG MẠI GẠO TOÀN CẦU 2016 SUY GIẢM NĂM THỨ 2 LIÊN TIẾP, PHỤC HỒI NHẸ TRONG NĂM 2017 Trong báo cáo tháng 10/2016, FAO đã hạ dự báo thương mại gạo toàn cầu năm 2016 giảm 800.000 tấn so với dự báo đưa ra hồi tháng 7. Nguyên nhân chính là do FAO hạ dự báo nhập khẩu gạo của Bangladesh, Indonesia, Iraq, Philippines và Saudi Arabia. FAO nâng dự báo nhập khẩu gạo chủ yếu cho Bờ Biển Ngà, Ai Cập và Senegal."
1,2,0,0,0,0,CHÍNH PHỦ THÁI LAN LO BÁN GẠO KHI VỤ THU HOẠCH TĂNG TỐC Chính phủ Thái Lan đã thông báo hoãn hoạt động xả kho gạo chính phủ để hạn chế bất cứ ảnh hưởng tiêu cực nào lên giá gạo nội địa do lúa gạo vụ mới bắt đầu xuất hiện trên thị trường và vụ thu hoạch đang tăng tốc.
1,0,0,0,1,0,"FAO: TỔNG QUAN THỊ TRƯỜNG GẠO TOÀN CẦU ĐẾN THÁNG 10/2016 VÀ DỰ BÁO Sản xuất gạo toàn cầu năm 2016 đang tăng tốc với các nước sản xuất gạo lớn tại Bắc bán cầu đã bước vào mùa thu hoạch và nhiều nước đã sẵn sàng xuống giống vụ mùa. Trong báo cáo tháng 10, FAO nâng dự báo sản lượng lúa toàn cầu thêm 2,9 triệu tấn so với dự báo đưa ra hồi tháng 7, chủ yếu do triển vọng sản xuất tại châu Á tăng khi thời tiết biến chuyển thuận lợi hơn giúp tăng sản xuất tốt hơn so với 2 vụ trước."
1,3,0,3,0,2,"GIÁ GẠO VIỆT NAM CAO NHẤT TRONG VÒNG 7 TUẦN, GIÁ GẠO THÁI GIẢM Giá gạo Việt Nam tăng lên mức cao nhất trong vòng 7 tuần nhờ nhu cầu từ Trung Quốc và gián đoạn thu hoạch tại ĐBSCL do mưa lớn, trong khi giá gạo Thái Lan giảm sau khi tăng nhẹ hồi tuần trước. Tại Ấn Độ, giá tăng nhẹ nhờ nhu cầu từ châu Phi và đồng Rupee tăng giá."
1,0,0,0,0,0,FAO: TỔNG QUAN SẢN XUẤT GẠO TOÀN CẦU ĐẾN THÁNG 10/2016 VÀ DỰ BÁO – PHẦN 2 Dưới đây là cập nhật tình hình sản xuất lúa gạo tại các nước nhập khẩu gạo lớn và dự báo.
1,0,0,0,0,0,"NHÀ KHOA HỌC TRUNG QUỐC LÊN KẾ HOẠCH SẢN XUẤT ĐẠI TRÀ LÚA TRÊN NƯỚC MẶN – KIỀM (SEA-RICE Cha đẻ giống lúa lai Trung Quốc – ông Yuan Longping – đang có kế hoạch mở rộng sản xuất loại lúa biển tại một trung tâm nghiên cứu mới thành lập tại Thanh Đảo, một thành phố cảng tại phía Đông tỉnh Sơn Đông.
"
1,0,0,0,2,0,"CAMPUCHIA HƯỚNG TỚI VỊ TRÍ QUÁN QUÂN CHẤT LƯỢNG GẠO QUỐC TẾ NĂM 2016 Trong 3 năm liên tục, Campuchia giữ ngôi vương trong Giải thưởng gạo tốt nhất thế giới trước khi bị tụt hạng hồi năm ngoái, nhưng Liên đoàn gạo Campuchia (CRF) tự tin rằng Campuchia sẽ lấy lại vị thế của mình trong cuộc thi tổ chức vào tháng tới tại Thái Lan.
"
1,0,0,3,0,0,"FAO NÂNG DỰ BÁO NHẬP KHẨU GẠO CỦA CHÂU PHI TRONG NĂM 2016 VÀ DỰ BÁO NĂM 2017 Trong báo cáo tháng 10/2016, FAO nâng dự báo nhập khẩu gạo của châu Phi thêm 500.000 tấn so với dự báo hồi tháng 7, tăng 2% so với năm 2015 lên 13,9 triệu tấn."
1,0,3,0,0,0,"BỘ TRƯỞNG NÔNG NGHIỆP PHILIPPINES TÌM CÁCH KÉO DÀI HẠN CHẾ NHẬP KHẨU GẠO Bộ trưởng Nông nghiệp Philippines đang thực hiện một nỗ lực cuối cùng cùng với các đồng nghiệp trong chính phủ nhằm hoãn mở cửa thị trường gạo nước này trong năm 2017, cho rằng nông dân Philippines cần thêm thời gian chuẩn bị để cạnh tranh với nguồn gạo nhập khẩu rẻ hơn"
1,0,0,0,1,0,"FAO: TỔNG QUAN SẢN XUẤT GẠO TOÀN CẦU ĐẾN THÁNG 10/2016 VÀ DỰ BÁO – PHẦN 1 Sản xuất lúa gạo toàn cầu được dự báo bật lên mức kỷ lục mới. Các nước sản xuất chính đang thu hoạch tại phía Bắc bán cầu, niên vụ 2016 đang đến hồi kết thúc. So với báo cáo tháng 7/2016, FAO đã nâng dự báo sản lượng lúa toàn cầu thêm 2,9 triệu tấn trong báo cáo tháng 10/2016, lên mức cao kỷ lục 749,7 triệu tấn, tương đương 497,9 triệu tấn gạo."
1,0,2,0,0,0,"THÁI LAN KHÔI PHỤC HỢP TÁC KINH TẾ VỚI IRAN THÔNG QUA THƯƠNG MẠI GẠO Thái Lan đang hướng tới mục tiêu tái xuất khẩu gạo sang thị trường Iran, theo Bộ Thương mại Thái Lan thông báo hôm thứ 2 vừa qua, sau khi một cuộc gặp thương mại diễn ra giữa hai nước tại thủ đô Bangkok."
1,2,1,0,0,0,"TRUNG QUỐC CHÍNH THỨC ĐỒNG Ý NHẬP KHẨU 200.000 TẤN GẠO CAMPUCHIA HÀNG NĂM Trung Quốc đã chính thức đồng ý mua 200.000 tấn gạo hàng năm từ Campuchia để giúp nông dân và các nhà chế biến lúa gạo nước này đối phó với tình trạng giá giảm, buôn lậu và cạnh tranh với nguồn gạo nhập khẩu ồ ạt, giá rẻ từ các nước láng giềng, theo phát ngôn chính thức từ Bộ Thương mại Campuchia cho hay."
1,2,0,2,1,0,"FAO: SẢN LƯỢNG LÚA MỲ VÀ GẠO TOÀN CẦU SẼ ĐẠT KỶ LỤC MỚI Theo nhận định của FAO, các thị trường thực phẩm toàn cầu sẽ duy trì cân bằng tốt trong năm 2017, giá hầu hết các hàng hóa nông sản duy trì ở mức tương đối ổn định và thấp."
1,1,0,0,2,0,ẤN ĐỘ MUỐN CUNG CẤP GẠO GIÚP AI CẬP BÌNH ỔN THỊ TRƯỜNG Đại sứ quán Ấn Độ tại Ai Cập cho biết Ấn Độ sẵn sàng cung cấp cho Ai Cập bất cứ lượng gạo Ấn Độ chất lượng cao với giá cạnh tranh nào mà Ai Cập cần.
1,0,0,0,1,0,"USDA: SẢN XUẤT GẠO THÁI LAN TĂNG TRỞ LẠI NHỜ NGUỒN NƯỚC ĐƯỢC CẢI THIỆN USDA dự báo sản lượng gạo Thái Lan năm 2016/17 sẽ đạt 18,6 triệu tấn, tăng 1,6 triệu tấn – tương đương 9% so với dự báo hồi tháng trước và tăng 18% so với niên vụ trước."
1,2,3,0,1,0,"THÁI LAN SẼ TIẾP TỤC HOÃN BÁN GẠO DỰ TRỮ ĐẾN NĂM 2017 Bộ Thương mại Thái Lan sẽ tiếp tục hoãn xả kho gạo dự trữ chính phủ cho tới năm 2017 để đảm bảo bình ổn giá gạo thị trường không giảm quá sâu trong suốt thời kỳ thu hoạch rộ, đã bắt đầu từ đầu tháng 10 và sẽ tiếp diễn tới tháng 2/2017."
1,0,1,0,0,0,NIGERIA DỠ BỎ LỆNH CẤM NHẬP KHẨU GẠO Người đứng đầu Tổng cục Hải quan Nigeria vừa yêu cầu dỡ bỏ ngay lệnh cấm nhập khẩu gạo và thay vào đó sẽ áp thuế nhập khẩu tại các cửa khẩu trên đất liền.
1,0,1,3,0,0,"NFA XEM XÉT NHẬP KHẨU THÊM 250.000 TẤN GẠO TRONG THÁNG 11 Sau khi nhập khẩu 250.000 tấn gạo từ Thái Lan và Việt Nam hồi đầu tháng 9 vừa qua, Cơ quan Thực phẩm Quốc gia Philippines (NFA) đang xem xét mua thêm gạo để đảm bảo gạo dự trữ đáp ứng đủ nhu cầu trong vài tháng đầu năm 2017."
1,3,1,3,0,0,"BIÊN ĐỘ GIÁ CHÀO BÁN GẠO THÁI TĂNG, NHU CẦU GẠO VIỆT CÓ TÍN HIỆU TÍCH CỰC Biên độ chào bán gạo Thái xuất khẩu tăng trong tuần này do triển vọng xuất khẩu gạo của nước này sang Trung Quốc và Iran tăng lên và kế hoạch dự trữ ít nhất 10 triệu tấn gạo của chính phủ Thái Lan. Trong khi đó, giá gạo Việt Nam chào bán cũng tăng lên nhờ nhu cầu mới từ Philippines."
1,0,0,1,1,0,"BÁO CÁO THỊ TRƯỜNG XUẤT KHẨU GẠO THÁI LAN TUẦN ĐẦU THÁNG 10/2016 Giá xuất khẩu tiếp tục giảm 1 – 2% trong tuần đầu tháng 10 do thiếu hợp đồng mới, mua số lượng lớn. Các nhà giao dịch đều đang ở trạng thái “chờ và quan sát”, trong khi giá gạo nọi địa Thái Lan gặp áp lực giảm do triển vọng nguồn cung vụ mới dồi dào. Vụ thu hoạch chính tại Thái Lan đã bắt đầu, đặc biệt là sản lượng thu hoạch gạo trắng tại các khu vực được thủy lợi hóa tại vùng đồng bằng trung tâm và phía Bắc tốt."
1,0,0,0,0,0,"XUẤT KHẨU GẠO VIỆT NAM SẼ GIẢM MẠNH TRONG NĂM 2016 Theo Hiệp hội Lương thực Việt Nam (VFA), Việt Nam kỳ vọng xuất khẩu 1,6 triệu tấn gạo trong 4 tháng cuối năm 2016, đưa tổng xuất khẩu gạo năm 2016 lên 4,9 triệu tấn."
1,1,0,0,0,0,"NÔNG DÂN ẤN ĐỘ GIẢM SẢN XUẤT LÚA GẠO BASMATI DO GIÁ XUẤT KHẨU THẤP Diện tích xuống giống lúa gạo basmati trên khắp các khu vực sản xuất chính tại Punjab và Haryana giảm mạnh 25% xuống còn 1,57 triệu ha trong vụ chính, từ mức 2 triệu ha trong năm 2015, chủ yếu do giảm giá xuất khẩu làm giảm động lực sản xuất."
1,0,1,0,0,3,"CÁC BIỆN PHÁP KIỂM SOÁT GIÁ CHÂM NGÒI CHO KHỦNG HOẢNG DỰ TRỮ GẠO TẠI TRUNG QUỐC Nông dân với những chiếc xe tải chở đầy lúa mới thu hoạch xếp hàng nhiều ngày vào cuối tháng 12/2015 bên ngoài cơ quan quản lý ngũ cốc thuộc hạt Luoshan, Hồ Nam – Trung Quốc."
1,0,0,0,3,2,"NGÀNH GẠO CAMPUCHIA CÓ THỂ SỤP ĐỔ TRONG 1 THẬP KỶ TỚI? Thời tiết khó lường, cơ sở hạ tầng yếu kém và thể chế kém hiệu quả là những nguyên nhân khiến các chuyên gia dự báo rằng ngành gạo Campuchia có thể sụp đổ trong 1 thập kỷ tới."
1,0,0,0,0,0,"THƯƠNG NHÂN NGÀNH GẠO PHILIPPINES CHỜ GIẤY PHÉP ĐỂ NHẬP KHẨU 750.150 TẤN GẠO Hơn 100 thương nhân tại Philippines đang đợi giấy phép để nhập khẩu tổng cộng 750.150 tấn gạo, chủ yếu từ Thái Lan và Việt Nam, dựa trên danh sách mới nhất các ứng viên từ cơ quan chịu trách nhiệm về ngũ cốc tại nước này."
1,0,0,1,0,0,"XUẤT KHẨU GẠO THÁI LAN GIẢM 11% TRONG THÁNG 8/2016 Thái Lan tiếp tục duy trì vị thế là nhà xuất khẩu gạo lớn thứ 2 thế giới sau Ấn Độ trong 8 tháng đầu năm 2016, với xuất khẩu gạo tháng 8 giảm gần 11% so với tháng 7, theo thông tin từ các nhà xuất khẩu gạo Thái Lan."
1,0,0,0,0,0,"TIỀM NĂNG THỊ TRƯỜNG CHÂU PHI CHO XUẤT KHẨU GẠO VIỆT NAM Xuất khẩu gạo sang các nước châu Phi tăng mạnh trong năm 2016, trong khi xuất khẩu gạo sang thị trường Trung Quốc ngày càng gặp nhiều khó khăn."
1,2,0,0,0,0,AI CẬP NHẬP KHẨU 500.000 TẤN GẠO VÀ 400.000 TẤN ĐƯỜNG ĐỂ TĂNG CƯỜNG KHO DỰ TRỮ Thủ tướng Ai Cập cho biết nước này sẽ nhập khẩu 500.000 tấn gạo và 400.000 tấn đường để tăng cường kho dự trữ chiến lược và bình ổn giá.
1,3,0,1,0,2,"GIÁ GẠO THỊ TRƯỜNG CHÂU Á DIỄN BIẾN TRÁI CHIỀU, GIAO DỊCH THẤP Giá gạo thị trường châu Á diễn biến trái chiều trong tuần này do nhu cầu mua rải rác và nguồn cung tăng làm giảm giá chào bán từ Ấn Độ. Giá chào bán từ Thái Lan duy trì ổn định, trong khi giá chào bán từ Việt Nam tăng do mưa đang làm gián đoạn hoạt động thu hoạch."
1,3,0,0,1,0,SẢN LƯỢNG GIẢM CÓ THỂ ĐẨY GIÁ GẠO BASMATI TĂNG TIẾP Giá gạo basmati tại Punjab và Haryana đã tăng mạnh 30% và giá gạo basmati có thể tiếp tục tăng khi Iran có thể sẽ dỡ bỏ lệnh cấm nhập khẩu gạo thơm từ Ấn Độ.
1,0,0,0,3,0,"THÁI LAN THIẾT LẬP NHỮNG CÁNH ĐỒNG TRỒNG LÚA SIÊU LỚN Chính phủ Thái Lan đang tiến tới thiết lập một cơ chế cánh đồng siêu lớn, trong đó chính phủ cho vay để mua máy móc và thiết bị nông nghiệp, giúp nông dân giảm chi phí sản xuất và tăng năng suất."
1,0,1,0,0,0,"XUẤT KHẨU GẠO BASMATI ẤN ĐỘ BỊ ẢNH HƯỞNG BỞI LỆNH CẤM CHO NỢ Xuất khẩu gạo basmati của Ấn Độ có thể tạm thời bị ảnh hưởng bởi lệnh cấm cho nợ trên các lô hàng gạo. Cơ quan phát triển xuất khẩu các sản phẩm nông sản chế biến và nông nghiệp (APEDA) thuộc Bộ Thương mại Ấn Độ đã hạn chế các nhà xuất khẩu giao hàng gạo basmati cho nợ, hay còn gọi là nhờ thu trả chậm (document against acceptance – DA) trong thương mại quốc tế."
1,1,0,1,0,0,"GIÁ GẠO VIỆT NAM GIẢM XUỐNG MỨC THẤP NHẤT TRONG VÒNG 1 NĂM Trong tuần này, giá gạo Việt Nam giảm xuống mức thấp nhất trong vòng gần 1 năm do thiếu người mua. Trong khi đó, nguồn cung gạo mới từ Thái Lan dự kiến sẽ bắt đầu xuất hiện trên thị trường trong tháng 10 có thể gây áp lực lên mức giá ổn định hiện tại."
1,0,0,0,0,0,"CHÍNH PHỦ CAMPUCHIA RÀ SOÁT NGÀNH GẠO Sau khi Bộ Nông nghiệp Campuchia thông báo các nhà chức trách địa phương phải đảm bảo rằng các nhà xay xát gạo phải trả giá công bằng cho nông dân, đồng thời cho biết các nhóm công tác đã bắt đầu đối thoại và làm việc với cả các nhà xay xát lẫn nông dân."
1,0,0,1,0,0,"XUẤT KHẨU GẠO VIỆT NAM 9 THÁNG ĐẦU NĂM 2016 ĐẠT 3,76 TRIỆU TẤN Theo Bộ NNPTNT, xuất khẩu gạo của Việt Nam, đứng thứ 3 về xuất khẩu gạo toàn cầu, trong 9 tháng đầu năm 2016 ước đạt 3,76 triệu tấn, giảm 16,4% so với cùng kỳ năm 2015."
1,0,3,0,0,0,"THÁI LAN CÒN 8,4 TRIỆU TẤN GẠO DỰ TRỮ CHÍNH PHỦ KHI TẠM NGỪNG ĐẤU THẦU Chính phủ Thái Lan sẽ tạm ngừng kế hoạch xả kho gạo dự trữ chính phủ trong một thời gian để đề phòng bất cứ ảnh hưởng bất lợi nào lên giá gạo do nguồn cung lúa gạo vụ mới chuẩn bị xuất hiện trên thị trường."
1,2,0,0,0,0,"HÀN QUỐC MUA 390.000 TẤN GẠO ĐỂ BÌNH ỔN GIÁ NỘI ĐỊA Chủ nhật vừa qua, Hàn Quốc thông báo sẽ mua tổng cộng 390.000 tấn gạo nội địa để bình ổn giá trong vụ thu hoạch rộ."
1,1,1,1,0,0,CAMPUCHIA KÊU GỌI TRUNG QUỐC TĂNG TỐC KHOẢN CHO VAY 300 TRIỆU USD CHO NGÀNH GẠO Chính phủ Campuchia đang kêu gọi Trung Quốc tăng tốc khoảng cho vay 300 triệu USD để cứu ngành gạo nước này khỏi tình trạng giảm giá và cạnh tranh quốc tế khốc liệt.
1,0,1,0,0,0,"THÁI LAN SẼ MẤT 16 NĂM ĐỂ TRẢ HẾT NỢ CỦA CHƯƠNG TRÌNH THU MUA LÚA GẠO Nợ chính phủ lên tới 510 Baht, vay từ Ngân hàng Nông nghiệp và Hợp tác Nông nghiệp (BAAC) để cung cấp tài chính cho chính phủ tiền nhiệm thực hiện chương trình thu mua lúa gạo vô tiền khoáng hậu, ước sẽ mất đến 16 năm để trả hết."
1,1,3,0,0,0,"NGÂN HÀNG GẠO CAMPUCHIA (CRB) TRỰC TIẾP MUA GẠO ĐỂ KIỂM SOÁT GIÁ Ngân hàng gạo Campuchia (CRB) sẽ can thiệp nhằm ngăn giá gạo thơm giảm thêm bằng cách thu mua trực tiếp lúa thơm từ nông dân ở mức giá thị trường 840 Riel/kg, tương đương 21 cents/kg. CRB cũng kêu gọi nông dân ngừng bán lúa gạo thơm cho các nhà xay xát thấp hơn giá thị trường. Nếu nông dân vận chuyển lúa thẳng đến địa điểm của CRB tại Battambang, họ sẽ được trả 900 Riel/kg, tương đương 22,5 cents/kg"
1,1,3,1,0,0,"BÁO CÁO THỊ TRƯỜNG LÚA GẠO THÁI LAN TUẦN CUỐI THÁNG 8 Giá gạo xuất khẩu của Thái Lan trong tuần cuối tháng 8 giảm 1 – 2% so với tuần trước đó do chính phủ xả bán kho dự trữ, làm nguồn cung tăng. Chính phủ Thái Lan cho biết có 20 nhà thầu tham gia đợt đấu giá 755.572 tấn gạo trắng 5% tấm làm thực phẩm vào ngày 29/8 và 13 nhà thầu tham gia đợt đấu giá 255.796 tấn gạo tấm dùng cho công nghiệp vào ngày 30/8."
1,0,3,0,0,0,"TRUNG QUỐC TĂNG GẤP ĐÔI HẠN NGẠCH GẠO CHO CAMPUCHIA Chính phủ Trung Quốc sẽ nhập khẩu 200.000 tấn gạo hàng năm từ Campuchia bắt đầu từ năm 2017, tăng gấp đôi so với hạn ngạch hiện nay, đồng thời sẽ giúp nước này khôi phục đền Preah Vihear."
